ENSEMBL	ENTREZID	SYMBOL	GENENAME
ENSG00000188032	646457	C19orf67	chromosome 19 open reading frame 67
ENSG00000188033	57474	ZNF490	zinc finger protein 490
ENSG00000188039	284434	NWD1	NACHT and WD repeat domain containing 1
ENSG00000188042	10123	ARL4C	ADP ribosylation factor like GTPase 4C
ENSG00000188051	100130519	TMEM221	transmembrane protein 221
ENSG00000188056	285852	TREML4	triggering receptor expressed on myeloid cells like 4
ENSG00000188060	115273	RAB42	RAB42, member RAS oncogene family
ENSG00000188064	7477	WNT7B	Wnt family member 7B
ENSG00000188070	65998	ZFTA	zinc finger translocation associated
ENSG00000188092	51463	GPR89B	G protein-coupled receptor 89B
ENSG00000188107	346007	EYS	eyes shut homolog
ENSG00000188112	647024	C6orf132	chromosome 6 open reading frame 132
ENSG00000188124	338755	OR2AG2	olfactory receptor family 2 subfamily AG member 2
ENSG00000188130	6300	MAPK12	mitogen-activated protein kinase 12
ENSG00000188152	441457	NUTM2G	NUT family member 2G
ENSG00000188153	1287	COL4A5	collagen type IV alpha 5 chain
ENSG00000188157	375790	AGRN	agrin
ENSG00000188158	4810	NHS	NHS actin remodeling regulator
ENSG00000188163	401565	FAM166A	family with sequence similarity 166 member A
ENSG00000188167	643853	TMPPE	transmembrane protein with metallophosphoesterase domain
ENSG00000188171	199777	ZNF626	zinc finger protein 626
ENSG00000188175	253012	HEPACAM2	HEPACAM family member 2
ENSG00000188176	342527	SMTNL2	smoothelin like 2
ENSG00000188177	376940	ZC3H6	zinc finger CCCH-type containing 6
ENSG00000188186	389541	LAMTOR4	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
ENSG00000188191	5575	PRKAR1B	protein kinase cAMP-dependent type I regulatory subunit beta
ENSG00000188199	729262	NUTM2B	NUT family member 2B
ENSG00000188211	374383	NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1
ENSG00000188215	123879	DCUN1D3	defective in cullin neddylation 1 domain containing 3
ENSG00000188227	390927	ZNF793	zinc finger protein 793
ENSG00000188229	10383	TUBB4B	tubulin beta 4B class IVb
ENSG00000188234	119016	AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
ENSG00000188243	170622	COMMD6	COMM domain containing 6
ENSG00000188263	400935	IL17REL	interleukin 17 receptor E like
ENSG00000188266	123688	HYKK	hydroxylysine kinase
ENSG00000188269	26659	OR7A5	olfactory receptor family 7 subfamily A member 5
ENSG00000188277	643338	C15orf62	chromosome 15 open reading frame 62
ENSG00000188282	285180	RUFY4	RUN and FYVE domain containing 4
ENSG00000188283	163087	ZNF383	zinc finger protein 383
ENSG00000188290	57801	HES4	hes family bHLH transcription factor 4
ENSG00000188295	79862	ZNF669	zinc finger protein 669
ENSG00000188305	374872	PEAK3	PEAK family member 3
ENSG00000188312	401541	CENPP	centromere protein P
ENSG00000188313	5359	PLSCR1	phospholipid scramblase 1
ENSG00000188315	375341	C3orf62	chromosome 3 open reading frame 62
ENSG00000188316	387712	ENO4	enolase 4
ENSG00000188321	84527	ZNF559	zinc finger protein 559
ENSG00000188322	388228	SBK1	SH3 domain binding kinase 1
ENSG00000188338	10991	SLC38A3	solute carrier family 38 member 3
ENSG00000188342	2963	GTF2F2	general transcription factor IIF subunit 2
ENSG00000188343	137392	CIBAR1	CBY1 interacting BAR domain containing 1
ENSG00000188352	54914	FOCAD	focadhesin
ENSG00000188368	284338	PRR19	proline rich 19
ENSG00000188372	7784	ZP3	zona pellucida glycoprotein 3
ENSG00000188385	282973	JAKMIP3	Janus kinase and microtubule interacting protein 3
ENSG00000188389	5133	PDCD1	programmed cell death 1
ENSG00000188396	343521	DYNLT4	dynein light chain Tctex-type 4
ENSG00000188404	6402	SELL	selectin L
ENSG00000188419	1121	CHM	CHM Rab escort protein
ENSG00000188428	63915	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5
ENSG00000188452	375298	CERKL	ceramide kinase like
ENSG00000188483	389792	IER5L	immediate early response 5 like
ENSG00000188486	3014	H2AX	H2A.X variant histone
ENSG00000188493	284325	C19orf54	chromosome 19 open reading frame 54
ENSG00000188501	197021	LCTL	lactase like
ENSG00000188505	342897	NCCRP1	NCCRP1, F-box associated domain containing
ENSG00000188522	644815	FAM83G	family with sequence similarity 83 member G
ENSG00000188523	389799	CFAP77	cilia and flagella associated protein 77
ENSG00000188529	10772	SRSF10	serine and arginine rich splicing factor 10
ENSG00000188536	3040	HBA2	hemoglobin subunit alpha 2
ENSG00000188542	285193	DUSP28	dual specificity phosphatase 28
ENSG00000188549	388115	CCDC9B	coiled-coil domain containing 9B
ENSG00000188554	4077	NBR1	NBR1 autophagy cargo receptor
ENSG00000188558	391211	OR2G6	olfactory receptor family 2 subfamily G member 6
ENSG00000188559	57186	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2
ENSG00000188566	27158	NDOR1	NADPH dependent diflavin oxidoreductase 1
ENSG00000188596	144535	CFAP54	cilia and flagella associated protein 54
ENSG00000188603	1201	CLN3	CLN3 lysosomal/endosomal transmembrane protein, battenin
ENSG00000188611	56624	ASAH2	N-acylsphingosine amidohydrolase 2
ENSG00000188612	6613	SUMO2	small ubiquitin like modifier 2
ENSG00000188613	340719	NANOS1	nanos C2HC-type zinc finger 1
ENSG00000188626	653720	GOLGA8M	golgin A8 family member M
ENSG00000188629	7730	ZNF177	zinc finger protein 177
ENSG00000188636	84247	RTL6	retrotransposon Gag like 6
ENSG00000188641	1806	DPYD	dihydropyrimidine dehydrogenase
ENSG00000188643	140576	S100A16	S100 calcium binding protein A16
ENSG00000188647	375743	PTAR1	protein prenyltransferase alpha subunit repeat containing 1
ENSG00000188649	387707	CC2D2B	coiled-coil and C2 domain containing 2B
ENSG00000188659	283726	SAXO2	stabilizer of axonemal microtubules 2
ENSG00000188672	6006	RHCE	Rh blood group CcEe antigens
ENSG00000188676	169355	IDO2	indoleamine 2,3-dioxygenase 2
ENSG00000188677	29780	PARVB	parvin beta
ENSG00000188687	57835	SLC4A5	solute carrier family 4 member 5
ENSG00000188690	7390	UROS	uroporphyrinogen III synthase
ENSG00000188706	51114	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
ENSG00000188707	113763	ZBED10P	zinc finger BED-type containing 10, pseudogene
ENSG00000188725	643155	SMIM15	small integral membrane protein 15
ENSG00000188730	375567	VWC2	von Willebrand factor C domain containing 2
ENSG00000188732	340277	FAM221A	family with sequence similarity 221 member A
ENSG00000188735	144404	TMEM120B	transmembrane protein 120B
ENSG00000188738	401024	FSIP2	fibrous sheath interacting protein 2
ENSG00000188739	23029	RBM34	RNA binding motif protein 34
ENSG00000188747	10811	NOXA1	NADPH oxidase activator 1
ENSG00000188760	130612	TMEM198	transmembrane protein 198
ENSG00000188761	440603	BCL2L15	BCL2 like 15
ENSG00000188766	399473	SPRED3	sprouty related EVH1 domain containing 3
ENSG00000188771	349633	PLET1	placenta expressed transcript 1
ENSG00000188778	155	ADRB3	adrenoceptor beta 3
ENSG00000188783	5549	PRELP	proline and arginine rich end leucine rich repeat protein
ENSG00000188785	147694	ZNF548	zinc finger protein 548
ENSG00000188786	4520	MTF1	metal regulatory transcription factor 1
ENSG00000188803	388336	SHISA6	shisa family member 6
ENSG00000188807	199953	TMEM201	transmembrane protein 201
ENSG00000188811	387921	NHLRC3	NHL repeat containing 3
ENSG00000188817	132203	SNTN	sentan, cilia apical structure protein
ENSG00000188818	79844	ZDHHC11	zinc finger DHHC-type containing 11
ENSG00000188820	441168	CALHM6	calcium homeostasis modulator family member 6
ENSG00000188822	1269	CNR2	cannabinoid receptor 2
ENSG00000188827	84464	SLX4	SLX4 structure-specific endonuclease subunit
ENSG00000188833	377841	ENTPD8	ectonucleoside triphosphate diphosphohydrolase 8
ENSG00000188846	9045	RPL14	ribosomal protein L14
ENSG00000188868	147837	ZNF563	zinc finger protein 563
ENSG00000188869	342125	TMC3	transmembrane channel like 3
ENSG00000188878	85302	FBF1	Fas binding factor 1
ENSG00000188886	431705	ASTL	astacin like metalloendopeptidase
ENSG00000188895	339287	MSL1	MSL complex subunit 1
ENSG00000188897	400499	LOC400499	putative uncharacterized protein LOC400499
ENSG00000188906	120892	LRRK2	leucine rich repeat kinase 2
ENSG00000188910	2707	GJB3	gap junction protein beta 3
ENSG00000188916	642938	INSYN2A	inhibitory synaptic factor 2A
ENSG00000188917	79979	TRMT2B	tRNA methyltransferase 2 homolog B
ENSG00000188921	401494	HACD4	3-hydroxyacyl-CoA dehydratase 4
ENSG00000188931	257177	CFAP126	cilia and flagella associated protein 126
ENSG00000188938	158293	FAM120AOS	family with sequence similarity 120A opposite strand
ENSG00000188958	257313	UTS2B	urotensin 2B
ENSG00000188959	401546	C9orf152	chromosome 9 open reading frame 152
ENSG00000188976	26155	NOC2L	NOC2 like nucleolar associated transcriptional repressor
ENSG00000188981	345222	MSANTD1	Myb/SANT DNA binding domain containing 1
ENSG00000188984	126767	AADACL3	arylacetamide deacetylase like 3
ENSG00000188986	25920	NELFB	negative elongation factor complex member B
ENSG00000188994	23036	ZNF292	zinc finger protein 292
ENSG00000188997	283219	KCTD21	potassium channel tetramerization domain containing 21
ENSG00000189001	374897	SBSN	suprabasin
ENSG00000189007	134637	ADAT2	adenosine deaminase tRNA specific 2
ENSG00000189042	163081	ZNF567	zinc finger protein 567
ENSG00000189043	4697	NDUFA4	NDUFA4 mitochondrial complex associated
ENSG00000189045	728780	ANKDD1B	ankyrin repeat and death domain containing 1B
ENSG00000189046	121642	ALKBH2	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase
ENSG00000189050	51136	RNFT1	ring finger protein, transmembrane 1
ENSG00000189051	643904	RNF222	ring finger protein 222
ENSG00000189056	5649	RELN	reelin
ENSG00000189057	374393	FAM111B	FAM111 trypsin like peptidase B
ENSG00000189058	347	APOD	apolipoprotein D
ENSG00000189060	3005	H1-0	H1.0 linker histone
ENSG00000189067	9516	LITAF	lipopolysaccharide induced TNF factor
ENSG00000189077	83862	TMEM120A	transmembrane protein 120A
ENSG00000189079	196528	ARID2	AT-rich interaction domain 2
ENSG00000189091	23450	SF3B3	splicing factor 3b subunit 3
ENSG00000189099	345062	PRSS48	serine protease 48
ENSG00000189114	388552	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
ENSG00000189120	80320	SP6	Sp6 transcription factor
ENSG00000189129	219348	PLAC9	placenta associated 9
ENSG00000189134	222698	NKAPL	NFKB activating protein like
ENSG00000189143	1364	CLDN4	claudin 4
ENSG00000189144	126231	ZNF573	zinc finger protein 573
ENSG00000189157	100129583	FAM47E	family with sequence similarity 47 member E
ENSG00000189159	51155	JPT1	Jupiter microtubule associated homolog 1
ENSG00000189164	84503	ZNF527	zinc finger protein 527
ENSG00000189171	6284	S100A13	S100 calcium binding protein A13
ENSG00000189180	7581	ZNF33A	zinc finger protein 33A
ENSG00000189190	162966	ZNF600	zinc finger protein 600
ENSG00000189195	284697	BTBD8	BTB domain containing 8
ENSG00000189221	4128	MAOA	monoamine oxidase A
ENSG00000189227	145853	C15orf61	chromosome 15 open reading frame 61
ENSG00000189233	389643	NUGGC	nuclear GTPase, germinal center associated
ENSG00000189241	7259	TSPYL1	TSPY like 1
ENSG00000189266	55629	PNRC2	proline rich nuclear receptor coactivator 2
ENSG00000189269	51233	DRICH1	aspartate rich 1
ENSG00000189280	2709	GJB5	gap junction protein beta 5
ENSG00000189283	2272	FHIT	fragile histidine triad diadenosine triphosphatase
ENSG00000189298	80317	ZKSCAN3	zinc finger with KRAB and SCAN domains 3
ENSG00000189306	27341	RRP7A	ribosomal RNA processing 7 homolog A
ENSG00000189308	132660	LIN54	lin-54 DREAM MuvB core complex component
ENSG00000189319	9679	FAM53B	family with sequence similarity 53 member B
ENSG00000189334	57402	S100A14	S100 calcium binding protein A14
ENSG00000189337	23254	KAZN	kazrin, periplakin interacting protein
ENSG00000189339	728661	SLC35E2B	solute carrier family 35 member E2B
ENSG00000189350	165186	TOGARAM2	TOG array regulator of axonemal microtubules 2
ENSG00000189362	100131211	NEMP2	nuclear envelope integral membrane protein 2
ENSG00000189366	200810	ALG1L	ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like
ENSG00000189367	9729	KIAA0408	KIAA0408
ENSG00000189369	23708	GSPT2	G1 to S phase transition 2
ENSG00000189376	84933	C8orf76	chromosome 8 open reading frame 76
ENSG00000189377	284340	CXCL17	C-X-C motif chemokine ligand 17
ENSG00000189401	139562	OTUD6A	OTU deubiquitinase 6A
ENSG00000189403	3146	HMGB1	high mobility group box 1
ENSG00000189410	400745	SH2D5	SH2 domain containing 5
ENSG00000189430	9437	NCR1	natural cytotoxicity triggering receptor 1
ENSG00000189431	644943	RASSF10	Ras association domain family member 10
ENSG00000189433	127534	GJB4	gap junction protein beta 4
ENSG00000196072	282991	BLOC1S2	biogenesis of lysosomal organelles complex 1 subunit 2
ENSG00000196074	10388	SYCP2	synaptonemal complex protein 2
ENSG00000196081	440519	ZNF724	zinc finger protein 724
ENSG00000196083	3556	IL1RAP	interleukin 1 receptor accessory protein
ENSG00000196090	11122	PTPRT	protein tyrosine phosphatase receptor type T
ENSG00000196092	5079	PAX5	paired box 5
ENSG00000196109	163223	ZNF676	zinc finger protein 676
ENSG00000196110	374879	ZNF699	zinc finger protein 699
ENSG00000196116	23424	TDRD7	tudor domain containing 7
ENSG00000196118	90835	CFAP119	cilia and flagella associated protein 119
ENSG00000196119	390275	OR8A1	olfactory receptor family 8 subfamily A member 1
ENSG00000196123	653319	KIAA0895L	KIAA0895 like
ENSG00000196126	3123	HLA-DRB1	major histocompatibility complex, class II, DR beta 1
ENSG00000196132	4661	MYT1	myelin transcription factor 1
ENSG00000196136	12	SERPINA3	serpin family A member 3
ENSG00000196139	8644	AKR1C3	aldo-keto reductase family 1 member C3
ENSG00000196141	26010	SPATS2L	spermatogenesis associated serine rich 2 like
ENSG00000196150	58500	ZNF250	zinc finger protein 250
ENSG00000196151	151525	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1
ENSG00000196152	7633	ZNF79	zinc finger protein 79
ENSG00000196154	6275	S100A4	S100 calcium binding protein A4
ENSG00000196155	25894	PLEKHG4	pleckstrin homology and RhoGEF domain containing G4
ENSG00000196159	79633	FAT4	FAT atypical cadherin 4
ENSG00000196169	124602	KIF19	kinesin family member 19
ENSG00000196172	148213	ZNF681	zinc finger protein 681
ENSG00000196177	36	ACADSB	acyl-CoA dehydrogenase short/branched chain
ENSG00000196182	83931	STK40	serine/threonine kinase 40
ENSG00000196184	26476	OR10J1	olfactory receptor family 10 subfamily J member 1
ENSG00000196187	9725	TMEM63A	transmembrane protein 63A
ENSG00000196189	64218	SEMA4A	semaphorin 4A
ENSG00000196199	54737	MPHOSPH8	M-phase phosphoprotein 8
ENSG00000196208	9687	GREB1	growth regulating estrogen receptor binding 1
ENSG00000196209	284759	SIRPB2	signal regulatory protein beta 2
ENSG00000196214	90321	ZNF766	zinc finger protein 766
ENSG00000196218	6261	RYR1	ryanodine receptor 1
ENSG00000196220	9901	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3
ENSG00000196227	63939	FAM217B	family with sequence similarity 217 member B
ENSG00000196230	203068	TUBB	tubulin beta class I
ENSG00000196233	84458	LCOR	ligand dependent nuclear receptor corepressor
ENSG00000196235	6829	SUPT5H	SPT5 homolog, DSIF elongation factor subunit
ENSG00000196236	63929	XPNPEP3	X-prolyl aminopeptidase 3
ENSG00000196242	81472	OR2C3	olfactory receptor family 2 subfamily C member 3
ENSG00000196247	51427	ZNF107	zinc finger protein 107
ENSG00000196262	5478	PPIA	peptidylprolyl isomerase A
ENSG00000196263	57573	ZNF471	zinc finger protein 471
ENSG00000196267	162962	ZNF836	zinc finger protein 836
ENSG00000196268	284443	ZNF493	zinc finger protein 493
ENSG00000196275	84163	GTF2IRD2	GTF2I repeat domain containing 2
ENSG00000196277	2917	GRM7	glutamate metabotropic receptor 7
ENSG00000196284	8464	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
ENSG00000196290	60491	NIF3L1	NGG1 interacting factor 3 like 1
ENSG00000196296	487	ATP2A1	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
ENSG00000196305	3376	IARS1	isoleucyl-tRNA synthetase 1
ENSG00000196312	84278	MFSD14C	major facilitator superfamily domain containing 14C
ENSG00000196313	9883	POM121	POM121 transmembrane nucleoporin
ENSG00000196323	29068	ZBTB44	zinc finger and BTB domain containing 44
ENSG00000196329	55340	GIMAP5	GTPase, IMAP family member 5
ENSG00000196335	56164	STK31	serine/threonine kinase 31
ENSG00000196337	94027	CGB7	chorionic gonadotropin subunit beta 7
ENSG00000196338	54413	NLGN3	neuroligin 3
ENSG00000196341	283159	OR8D1	olfactory receptor family 8 subfamily D member 1
ENSG00000196344	131	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
ENSG00000196345	55888	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
ENSG00000196352	1604	CD55	CD55 molecule (Cromer blood group)
ENSG00000196357	147929	ZNF565	zinc finger protein 565
ENSG00000196358	84628	NTNG2	netrin G2
ENSG00000196361	1995	ELAVL3	ELAV like RNA binding protein 3
ENSG00000196363	11091	WDR5	WD repeat domain 5
ENSG00000196365	9361	LONP1	lon peptidase 1, mitochondrial
ENSG00000196367	8295	TRRAP	transformation/transcription domain associated protein
ENSG00000196369	647135	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
ENSG00000196371	2526	FUT4	fucosyltransferase 4
ENSG00000196372	79754	ASB13	ankyrin repeat and SOCS box containing 13
ENSG00000196378	80778	ZNF34	zinc finger protein 34
ENSG00000196381	163115	ZNF781	zinc finger protein 781
ENSG00000196387	7699	ZNF140	zinc finger protein 140
ENSG00000196388	388324	INCA1	inhibitor of CDK, cyclin A1 interacting protein 1
ENSG00000196391	342132	ZNF774	zinc finger protein 774
ENSG00000196396	5770	PTPN1	protein tyrosine phosphatase non-receptor type 1
ENSG00000196405	51466	EVL	Enah/Vasp-like
ENSG00000196407	284486	THEM5	thioesterase superfamily member 5
ENSG00000196411	2050	EPHB4	EPH receptor B4
ENSG00000196417	91661	ZNF765	zinc finger protein 765
ENSG00000196418	7678	ZNF124	zinc finger protein 124
ENSG00000196419	2547	XRCC6	X-ray repair cross complementing 6
ENSG00000196420	6276	S100A5	S100 calcium binding protein A5
ENSG00000196421	284739	C20orf204	chromosome 20 open reading frame 204
ENSG00000196422	9858	PPP1R26	protein phosphatase 1 regulatory subunit 26
ENSG00000196428	9819	TSC22D2	TSC22 domain family member 2
ENSG00000196436	440348	NPIPB15	nuclear pore complex interacting protein family member B15
ENSG00000196437	148266	ZNF569	zinc finger protein 569
ENSG00000196440	100131755	ARMCX4	armadillo repeat containing X-linked 4
ENSG00000196449	79693	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
ENSG00000196453	27153	ZNF777	zinc finger protein 777
ENSG00000196455	30849	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
ENSG00000196456	285971	ZNF775	zinc finger protein 775
ENSG00000196458	100289635	ZNF605	zinc finger protein 605
ENSG00000196459	6399	TRAPPC2	trafficking protein particle complex subunit 2
ENSG00000196465	140465	MYL6B	myosin light chain 6B
ENSG00000196466	90576	ZNF799	zinc finger protein 799
ENSG00000196470	6477	SIAH1	siah E3 ubiquitin protein ligase 1
ENSG00000196476	140680	C20orf96	chromosome 20 open reading frame 96
ENSG00000196482	2104	ESRRG	estrogen related receptor gamma
ENSG00000196497	79711	IPO4	importin 4
ENSG00000196498	9612	NCOR2	nuclear receptor corepressor 2
ENSG00000196502	6817	SULT1A1	sulfotransferase family 1A member 1
ENSG00000196503	132946	ARL9	ADP ribosylation factor like GTPase 9
ENSG00000196504	55660	PRPF40A	pre-mRNA processing factor 40 homolog A
ENSG00000196505	54834	GDAP2	ganglioside induced differentiation associated protein 2
ENSG00000196507	85012	TCEAL3	transcription elongation factor A like 3
ENSG00000196510	51434	ANAPC7	anaphase promoting complex subunit 7
ENSG00000196511	27010	TPK1	thiamin pyrophosphokinase 1
ENSG00000196517	6536	SLC6A9	solute carrier family 6 member 9
ENSG00000196526	60312	AFAP1	actin filament associated protein 1
ENSG00000196531	4666	NACA	nascent polypeptide associated complex subunit alpha
ENSG00000196535	399687	MYO18A	myosin XVIIIA
ENSG00000196542	165679	SPTSSB	serine palmitoyltransferase small subunit B
ENSG00000196544	54785	BORCS6	BLOC-1 related complex subunit 6
ENSG00000196547	4122	MAN2A2	mannosidase alpha class 2A member 2
ENSG00000196549	4311	MME	membrane metalloendopeptidase
ENSG00000196550	729533	FAM72A	family with sequence similarity 72 member A
ENSG00000196553	440184	CCDC196	coiled-coil domain containing 196
ENSG00000196557	8912	CACNA1H	calcium voltage-gated channel subunit alpha1 H
ENSG00000196562	55959	SULF2	sulfatase 2
ENSG00000196569	3908	LAMA2	laminin subunit alpha 2
ENSG00000196576	23654	PLXNB2	plexin B2
ENSG00000196581	55966	AJAP1	adherens junctions associated protein 1
ENSG00000196584	7516	XRCC2	X-ray repair cross complementing 2
ENSG00000196586	4646	MYO6	myosin VI
ENSG00000196588	57591	MRTFA	myocardin related transcription factor A
ENSG00000196591	3066	HDAC2	histone deacetylase 2
ENSG00000196597	158431	ZNF782	zinc finger protein 782
ENSG00000196600	387601	SLC22A25	solute carrier family 22 member 25
ENSG00000196605	162993	ZNF846	zinc finger protein 846
ENSG00000196611	4312	MMP1	matrix metallopeptidase 1
ENSG00000196616	125	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
ENSG00000196628	6925	TCF4	transcription factor 4
ENSG00000196632	65267	WNK3	WNK lysine deficient protein kinase 3
ENSG00000196636	57001	SDHAF3	succinate dehydrogenase complex assembly factor 3
ENSG00000196639	3269	HRH1	histamine receptor H1
ENSG00000196642	55684	RABL6	RAB, member RAS oncogene family like 6
ENSG00000196646	7695	ZNF136	zinc finger protein 136
ENSG00000196652	23660	ZKSCAN5	zinc finger with KRAB and SCAN domains 5
ENSG00000196653	91392	ZNF502	zinc finger protein 502
ENSG00000196655	51399	TRAPPC4	trafficking protein particle complex subunit 4
ENSG00000196659	150737	TTC30B	tetratricopeptide repeat domain 30B
ENSG00000196663	9895	TECPR2	tectonin beta-propeller repeat containing 2
ENSG00000196664	51284	TLR7	toll like receptor 7
ENSG00000196666	399888	FAM180B	family with sequence similarity 180 member B
ENSG00000196670	643836	ZFP62	ZFP62 zinc finger protein
ENSG00000196678	112479	ERI2	ERI1 exoribonuclease family member 2
ENSG00000196683	54543	TOMM7	translocase of outer mitochondrial membrane 7
ENSG00000196684	84941	HSH2D	hematopoietic SH2 domain containing
ENSG00000196689	7442	TRPV1	transient receptor potential cation channel subfamily V member 1
ENSG00000196693	7582	ZNF33B	zinc finger protein 33B
ENSG00000196700	57473	ZNF512B	zinc finger protein 512B
ENSG00000196704	51321	AMZ2	archaelysin family metallopeptidase 2
ENSG00000196705	170959	ZNF431	zinc finger protein 431
ENSG00000196712	4763	NF1	neurofibromin 1
ENSG00000196715	154807	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
ENSG00000196724	147686	ZNF418	zinc finger protein 418
ENSG00000196730	1612	DAPK1	death associated protein kinase 1
ENSG00000196735	3117	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
ENSG00000196739	85301	COL27A1	collagen type XXVII alpha 1 chain
ENSG00000196743	2760	GM2A	GM2 ganglioside activator
ENSG00000196747	8329	H2AC13	H2A clustered histone 13
ENSG00000196754	6273	S100A2	S100 calcium binding protein A2
ENSG00000196757	90592	ZNF700	zinc finger protein 700
ENSG00000196776	961	CD47	CD47 molecule
ENSG00000196778	390036	OR52K1	olfactory receptor family 52 subfamily K member 1
ENSG00000196781	7088	TLE1	TLE family member 1, transcriptional corepressor
ENSG00000196782	55534	MAML3	mastermind like transcriptional coactivator 3
ENSG00000196787	8969	H2AC11	H2A clustered histone 11
ENSG00000196792	29966	STRN3	striatin 3
ENSG00000196811	1146	CHRNG	cholinergic receptor nicotinic gamma subunit
ENSG00000196812	80345	ZSCAN16	zinc finger and SCAN domain containing 16
ENSG00000196814	89853	MVB12B	multivesicular body subunit 12B
ENSG00000196821	64771	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains
ENSG00000196826	NA	NA	NA
ENSG00000196832	390439	OR11G2	olfactory receptor family 11 subfamily G member 2
ENSG00000196834	653269	POTEI	POTE ankyrin domain family member I
ENSG00000196839	100	ADA	adenosine deaminase
ENSG00000196843	10865	ARID5A	AT-rich interaction domain 5A
ENSG00000196844	399967	PATE2	prostate and testis expressed 2
ENSG00000196850	160760	PPTC7	protein phosphatase targeting COQ7
ENSG00000196859	390792	KRT39	keratin 39
ENSG00000196865	374354	NHLRC2	NHL repeat containing 2
ENSG00000196866	3013	H2AC7	H2A clustered histone 7
ENSG00000196867	140612	ZFP28	ZFP28 zinc finger protein
ENSG00000196872	343990	CRACDL	CRACD like
ENSG00000196873	445571	CBWD3	COBW domain containing 3
ENSG00000196876	6334	SCN8A	sodium voltage-gated channel alpha subunit 8
ENSG00000196878	3914	LAMB3	laminin subunit beta 3
ENSG00000196890	128312	H2BU1	H2B.U histone 1
ENSG00000196911	3841	KPNA5	karyopherin subunit alpha 5
ENSG00000196912	57730	ANKRD36B	ankyrin repeat domain 36B
ENSG00000196914	23365	ARHGEF12	Rho guanine nucleotide exchange factor 12
ENSG00000196917	27198	HCAR1	hydroxycarboxylic acid receptor 1
ENSG00000196923	9260	PDLIM7	PDZ and LIM domain 7
ENSG00000196924	2316	FLNA	filamin A
ENSG00000196935	57522	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
ENSG00000196937	10447	FAM3C	FAM3 metabolism regulating signaling molecule C
ENSG00000196943	161424	NOP9	NOP9 nucleolar protein
ENSG00000196950	57181	SLC39A10	solute carrier family 39 member 10
ENSG00000196954	837	CASP4	caspase 4
ENSG00000196961	160	AP2A1	adaptor related protein complex 2 subunit alpha 1
ENSG00000196967	199704	ZNF585A	zinc finger protein 585A
ENSG00000196968	170384	FUT11	fucosyltransferase 11
ENSG00000196975	307	ANXA4	annexin A4
ENSG00000196976	8270	LAGE3	L antigen family member 3
ENSG00000196981	54554	WDR5B	WD repeat domain 5B
ENSG00000196993	100507607	NPIPB9	nuclear pore complex interacting protein family member B9
ENSG00000196998	11152	WDR45	WD repeat domain 45
ENSG00000197006	51108	METTL9	methyltransferase like 9
ENSG00000197008	7697	ZNF138	zinc finger protein 138
ENSG00000197013	353088	ZNF429	zinc finger protein 429
ENSG00000197016	388566	ZNF470	zinc finger protein 470
ENSG00000197019	29950	SERTAD1	SERTA domain containing 1
ENSG00000197020	163227	ZNF100	zinc finger protein 100
ENSG00000197021	541578	EOLA2	endothelium and lymphocyte associated ASCH domain 2
ENSG00000197024	57541	ZNF398	zinc finger protein 398
ENSG00000197037	221785	ZSCAN25	zinc finger and SCAN domain containing 25
ENSG00000197043	309	ANXA6	annexin A6
ENSG00000197044	126068	ZNF441	zinc finger protein 441
ENSG00000197045	2764	GMFB	glia maturation factor beta
ENSG00000197046	284266	SIGLEC15	sialic acid binding Ig like lectin 15
ENSG00000197050	147923	ZNF420	zinc finger protein 420
ENSG00000197054	284390	ZNF763	zinc finger protein 763
ENSG00000197056	79830	ZMYM1	zinc finger MYM-type containing 1
ENSG00000197057	401124	DTHD1	death domain containing 1
ENSG00000197061	8364	H4C3	H4 clustered histone 3
ENSG00000197062	7741	ZSCAN26	zinc finger and SCAN domain containing 26
ENSG00000197063	4097	MAFG	MAF bZIP transcription factor G
ENSG00000197070	92714	ARRDC1	arrestin domain containing 1
ENSG00000197077	85379	KIAA1671	KIAA1671
ENSG00000197081	3482	IGF2R	insulin like growth factor 2 receptor
